[14:30:48.393] Namespace(root_path='./datasets/lits17/train_npz', dataset='lits17', list_dir='./lists/lits17', stage=2, num_classes_old=12, num_classes_new=3, num_classes_lits17=3, output_dir='./simple_finetuning_lits17', max_iterations=10000, max_epochs=15, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./debug_simple/continual_surgical_tpgm_final.pth', data_fraction=0.5, kd_temperature=3.0, kd_weight=0.2, freeze_old_classes=False, auto_tune='none', gradient_batches=5, tpgm_norm_mode='l2', tpgm_lr=0.01, tpgm_iters=200, tpgm_exclude=[], tpgm_frequency=5, tpgm_start_epoch=10, disable_tpgm=True, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[14:30:48.397] Stage 2: Using 7421/14843 samples (50.0%) for continual learning
[14:30:48.397] Old classes: 12, New classes: 3, Total: 14
[05:22:20.637] iteration 4270 : loss : 33.912762, loss_ce: 0.024232, loss_kd: 167.068832
[05:22:26.341] iteration 4280 : loss : 37.839626, loss_ce: 0.021794, loss_kd: 186.702179
[05:22:32.051] iteration 4290 : loss : 56.679611, loss_ce: 0.016296, loss_kd: 280.908600
[05:22:37.753] iteration 4300 : loss : 49.437016, loss_ce: 0.021846, loss_kd: 244.728760
[05:22:43.471] iteration 4310 : loss : 50.827461, loss_ce: 0.018747, loss_kd: 251.661316
[05:22:49.179] iteration 4320 : loss : 51.634556, loss_ce: 0.030126, loss_kd: 255.611145
[05:22:54.902] iteration 4330 : loss : 68.475449, loss_ce: 0.026431, loss_kd: 339.867767
[05:23:00.613] iteration 4340 : loss : 57.243156, loss_ce: 0.026783, loss_kd: 283.723236
[05:23:06.334] iteration 4350 : loss : 42.401432, loss_ce: 0.016439, loss_kd: 209.524124
[05:23:12.053] iteration 4360 : loss : 72.888985, loss_ce: 0.028373, loss_kd: 361.960754
[05:23:17.781] iteration 4370 : loss : 76.985291, loss_ce: 0.014054, loss_kd: 382.418243
[05:23:23.497] iteration 4380 : loss : 57.327511, loss_ce: 0.008782, loss_kd: 284.179688
[05:23:42.741] iteration 4390 : loss : 55.045383, loss_ce: 0.020326, loss_kd: 272.734589
[05:23:48.409] iteration 4400 : loss : 71.158684, loss_ce: 0.023624, loss_kd: 353.312836
[05:23:54.104] iteration 4410 : loss : 66.395691, loss_ce: 0.014127, loss_kd: 329.497223
[05:23:59.786] iteration 4420 : loss : 42.658226, loss_ce: 0.020946, loss_kd: 210.815598
[05:24:05.485] iteration 4430 : loss : 54.951065, loss_ce: 0.017941, loss_kd: 272.229980
[05:24:11.175] iteration 4440 : loss : 36.537189, loss_ce: 0.021683, loss_kd: 180.202087
[05:24:16.886] iteration 4450 : loss : 59.726570, loss_ce: 0.017633, loss_kd: 296.163452
[05:24:22.588] iteration 4460 : loss : 94.749725, loss_ce: 0.022446, loss_kd: 471.264893
[05:24:28.301] iteration 4470 : loss : 73.856407, loss_ce: 0.011816, loss_kd: 366.776917
[05:24:34.007] iteration 4480 : loss : 97.434204, loss_ce: 0.030368, loss_kd: 484.668335
[05:24:39.713] iteration 4490 : loss : 64.451775, loss_ce: 0.023327, loss_kd: 319.755890
[05:24:45.420] iteration 4500 : loss : 65.862190, loss_ce: 0.017805, loss_kd: 326.792175
[05:24:51.144] iteration 4510 : loss : 54.401573, loss_ce: 0.019109, loss_kd: 269.534393
[05:24:56.857] iteration 4520 : loss : 64.396027, loss_ce: 0.017135, loss_kd: 319.460571
[05:25:02.586] iteration 4530 : loss : 51.937386, loss_ce: 0.020325, loss_kd: 257.189728
[05:25:08.309] iteration 4540 : loss : 50.230652, loss_ce: 0.018435, loss_kd: 248.655426
[05:25:14.045] iteration 4550 : loss : 47.243809, loss_ce: 0.019136, loss_kd: 233.754791
[05:25:19.763] iteration 4560 : loss : 61.863350, loss_ce: 0.042825, loss_kd: 306.786682
[05:25:25.485] iteration 4570 : loss : 58.490044, loss_ce: 0.017017, loss_kd: 289.907501
[05:25:31.202] iteration 4580 : loss : 40.340427, loss_ce: 0.009900, loss_kd: 199.190353
[05:25:36.937] iteration 4590 : loss : 78.021126, loss_ce: 0.022556, loss_kd: 387.635620
[05:25:53.472] iteration 4600 : loss : 76.867653, loss_ce: 0.014844, loss_kd: 381.864899
[05:25:59.154] iteration 4610 : loss : 58.581661, loss_ce: 0.024324, loss_kd: 290.429199
[05:26:04.840] iteration 4620 : loss : 47.460907, loss_ce: 0.015973, loss_kd: 234.816818
[05:26:10.542] iteration 4630 : loss : 55.358871, loss_ce: 0.024409, loss_kd: 274.300537
[05:26:16.230] iteration 4640 : loss : 69.552742, loss_ce: 0.023552, loss_kd: 345.222870
[05:26:21.929] iteration 4650 : loss : 63.956253, loss_ce: 0.016922, loss_kd: 317.260925
[05:26:27.622] iteration 4660 : loss : 54.314243, loss_ce: 0.015006, loss_kd: 269.127716
[05:26:33.333] iteration 4670 : loss : 58.866909, loss_ce: 0.014030, loss_kd: 291.862335
[05:26:39.033] iteration 4680 : loss : 53.745117, loss_ce: 0.011200, loss_kd: 266.259430
[05:26:44.741] iteration 4690 : loss : 48.282055, loss_ce: 0.029287, loss_kd: 238.944839
[05:26:50.450] iteration 4700 : loss : 51.661163, loss_ce: 0.023487, loss_kd: 255.798309
[05:26:56.170] iteration 4710 : loss : 46.184937, loss_ce: 0.021455, loss_kd: 228.459427
[05:27:01.882] iteration 4720 : loss : 40.298317, loss_ce: 0.017278, loss_kd: 199.006775
[05:27:07.611] iteration 4730 : loss : 42.726974, loss_ce: 0.021683, loss_kd: 211.116241
[05:27:13.322] iteration 4740 : loss : 35.943336, loss_ce: 0.017743, loss_kd: 177.219330
[05:27:19.049] iteration 4750 : loss : 49.338448, loss_ce: 0.014959, loss_kd: 244.194351
[05:27:24.757] iteration 4760 : loss : 58.326611, loss_ce: 0.024339, loss_kd: 289.119537
[05:27:30.484] iteration 4770 : loss : 46.306049, loss_ce: 0.036906, loss_kd: 229.010452
[05:27:36.195] iteration 4780 : loss : 78.948433, loss_ce: 0.014448, loss_kd: 392.214050
[05:27:41.920] iteration 4790 : loss : 43.890125, loss_ce: 0.015145, loss_kd: 216.982620
[05:27:47.629] iteration 4800 : loss : 63.015072, loss_ce: 0.019649, loss_kd: 312.547516
[05:28:04.831] iteration 4810 : loss : 65.839081, loss_ce: 0.011247, loss_kd: 326.752594
[05:28:10.515] iteration 4820 : loss : 45.603168, loss_ce: 0.018102, loss_kd: 225.528320
[05:28:16.207] iteration 4830 : loss : 42.515491, loss_ce: 0.026696, loss_kd: 210.084351
[05:28:21.881] iteration 4840 : loss : 56.451984, loss_ce: 0.011793, loss_kd: 279.758423
[05:28:27.577] iteration 4850 : loss : 33.890736, loss_ce: 0.019005, loss_kd: 166.963867
[05:28:33.264] iteration 4860 : loss : 39.462372, loss_ce: 0.019045, loss_kd: 194.824646
[05:28:38.965] iteration 4870 : loss : 34.161060, loss_ce: 0.026079, loss_kd: 168.315781
[05:28:44.654] iteration 4880 : loss : 49.002762, loss_ce: 0.021360, loss_kd: 242.517746
[05:28:50.360] iteration 4890 : loss : 63.736141, loss_ce: 0.026572, loss_kd: 316.174561
[05:28:56.057] iteration 4900 : loss : 41.715069, loss_ce: 0.010936, loss_kd: 206.099716
[05:29:01.768] iteration 4910 : loss : 32.244766, loss_ce: 0.008681, loss_kd: 158.754684
[05:29:07.480] iteration 4920 : loss : 36.473167, loss_ce: 0.028065, loss_kd: 179.860046
[05:29:13.203] iteration 4930 : loss : 34.664803, loss_ce: 0.016906, loss_kd: 170.869705
[05:29:18.916] iteration 4940 : loss : 45.464622, loss_ce: 0.019544, loss_kd: 224.819580
[05:29:24.644] iteration 4950 : loss : 41.565590, loss_ce: 0.013621, loss_kd: 205.345291
[05:29:30.357] iteration 4960 : loss : 38.654675, loss_ce: 0.020753, loss_kd: 190.783813
[05:29:36.083] iteration 4970 : loss : 90.423981, loss_ce: 0.016601, loss_kd: 449.614380
[05:29:41.796] iteration 4980 : loss : 55.771030, loss_ce: 0.018354, loss_kd: 276.313232
[05:29:47.526] iteration 4990 : loss : 36.726532, loss_ce: 0.026192, loss_kd: 181.152191
[05:29:53.241] iteration 5000 : loss : 43.469395, loss_ce: 0.008814, loss_kd: 214.863434
[05:29:58.967] iteration 5010 : loss : 40.285572, loss_ce: 0.011569, loss_kd: 198.930435
[05:30:15.335] iteration 5020 : loss : 41.950005, loss_ce: 0.015030, loss_kd: 207.283188
[05:30:21.016] iteration 5030 : loss : 53.855938, loss_ce: 0.013896, loss_kd: 266.792755
[05:30:26.693] iteration 5040 : loss : 41.165554, loss_ce: 0.010405, loss_kd: 203.312225
[05:30:32.380] iteration 5050 : loss : 54.065434, loss_ce: 0.022943, loss_kd: 267.848206
[05:30:38.068] iteration 5060 : loss : 69.933640, loss_ce: 0.018461, loss_kd: 347.182465
[05:30:43.770] iteration 5070 : loss : 96.519424, loss_ce: 0.013411, loss_kd: 480.119141
[05:30:49.459] iteration 5080 : loss : 97.728027, loss_ce: 0.011725, loss_kd: 486.134857
[05:30:55.166] iteration 5090 : loss : 118.341225, loss_ce: 0.021255, loss_kd: 589.224243
[05:31:00.860] iteration 5100 : loss : 80.072655, loss_ce: 0.018319, loss_kd: 397.866028
[05:31:06.572] iteration 5110 : loss : 56.176487, loss_ce: 0.019577, loss_kd: 278.430023
[05:31:12.277] iteration 5120 : loss : 55.082642, loss_ce: 0.014450, loss_kd: 272.936584
[05:31:17.989] iteration 5130 : loss : 47.307636, loss_ce: 0.014928, loss_kd: 234.027054
[05:31:23.688] iteration 5140 : loss : 35.981476, loss_ce: 0.018880, loss_kd: 177.432449
[05:31:29.407] iteration 5150 : loss : 51.572342, loss_ce: 0.013860, loss_kd: 255.399658
[05:31:35.110] iteration 5160 : loss : 59.527878, loss_ce: 0.010687, loss_kd: 295.145538
[05:31:40.835] iteration 5170 : loss : 47.011620, loss_ce: 0.012071, loss_kd: 232.590576
[05:31:46.551] iteration 5180 : loss : 44.348755, loss_ce: 0.014991, loss_kd: 219.241928
[05:31:52.275] iteration 5190 : loss : 59.020996, loss_ce: 0.014878, loss_kd: 292.601044
[05:31:57.993] iteration 5200 : loss : 59.485535, loss_ce: 0.016489, loss_kd: 294.934753
[05:32:03.719] iteration 5210 : loss : 63.480667, loss_ce: 0.021308, loss_kd: 314.919617
[05:32:09.435] iteration 5220 : loss : 46.734360, loss_ce: 0.019365, loss_kd: 231.210678
[05:32:12.826] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_24.pth
[05:32:25.849] iteration 5230 : loss : 57.912041, loss_ce: 0.009759, loss_kd: 287.100830
[05:32:31.517] iteration 5240 : loss : 42.805080, loss_ce: 0.027290, loss_kd: 211.490631
[05:32:37.205] iteration 5250 : loss : 37.545944, loss_ce: 0.014958, loss_kd: 185.221008
[05:32:42.889] iteration 5260 : loss : 42.545120, loss_ce: 0.015358, loss_kd: 210.202560
[05:32:48.589] iteration 5270 : loss : 65.589081, loss_ce: 0.015518, loss_kd: 325.463593
[05:32:54.283] iteration 5280 : loss : 56.615597, loss_ce: 0.034985, loss_kd: 280.583099
[05:32:59.986] iteration 5290 : loss : 57.346313, loss_ce: 0.021773, loss_kd: 284.187775
[05:33:05.677] iteration 5300 : loss : 38.605473, loss_ce: 0.021414, loss_kd: 190.522583
[05:33:11.382] iteration 5310 : loss : 42.462624, loss_ce: 0.012367, loss_kd: 209.828400
[05:33:17.088] iteration 5320 : loss : 43.126713, loss_ce: 0.009789, loss_kd: 213.179352
[05:33:22.806] iteration 5330 : loss : 51.599812, loss_ce: 0.012904, loss_kd: 255.517395
[05:33:28.511] iteration 5340 : loss : 46.764023, loss_ce: 0.021336, loss_kd: 231.336090
[05:33:34.231] iteration 5350 : loss : 38.869553, loss_ce: 0.020788, loss_kd: 191.864960
[05:33:39.941] iteration 5360 : loss : 39.084335, loss_ce: 0.019321, loss_kd: 192.948624
[05:33:45.657] iteration 5370 : loss : 46.195835, loss_ce: 0.026044, loss_kd: 228.485718
[05:33:51.369] iteration 5380 : loss : 140.576355, loss_ce: 0.019792, loss_kd: 700.338440
[05:33:57.092] iteration 5390 : loss : 66.955162, loss_ce: 0.020681, loss_kd: 332.303040
[05:34:02.804] iteration 5400 : loss : 46.788624, loss_ce: 0.013565, loss_kd: 231.477951
[05:34:08.541] iteration 5410 : loss : 52.867710, loss_ce: 0.029323, loss_kd: 261.872833
[05:34:14.251] iteration 5420 : loss : 50.030663, loss_ce: 0.017985, loss_kd: 247.679260
[05:34:19.986] iteration 5430 : loss : 55.656498, loss_ce: 0.014265, loss_kd: 275.837646
[05:34:36.570] iteration 5440 : loss : 46.333214, loss_ce: 0.031173, loss_kd: 229.175613
[05:34:42.258] iteration 5450 : loss : 38.865986, loss_ce: 0.015936, loss_kd: 191.858353
[05:34:47.935] iteration 5460 : loss : 40.717793, loss_ce: 0.008405, loss_kd: 201.115692
[05:34:53.627] iteration 5470 : loss : 54.908276, loss_ce: 0.011757, loss_kd: 271.994202
[05:34:59.314] iteration 5480 : loss : 53.744129, loss_ce: 0.013660, loss_kd: 266.211243
[05:35:05.014] iteration 5490 : loss : 63.947971, loss_ce: 0.023058, loss_kd: 317.270538
[05:35:10.706] iteration 5500 : loss : 47.909428, loss_ce: 0.015450, loss_kd: 237.081299
[05:35:16.415] iteration 5510 : loss : 39.659161, loss_ce: 0.013846, loss_kd: 195.787628
[05:35:22.113] iteration 5520 : loss : 40.842640, loss_ce: 0.023441, loss_kd: 201.741989
[05:35:27.826] iteration 5530 : loss : 39.143070, loss_ce: 0.021943, loss_kd: 193.240952
[05:35:33.531] iteration 5540 : loss : 42.064060, loss_ce: 0.012278, loss_kd: 207.809723
[05:35:39.242] iteration 5550 : loss : 46.627453, loss_ce: 0.017241, loss_kd: 230.592804
[05:35:44.957] iteration 5560 : loss : 33.104218, loss_ce: 0.011060, loss_kd: 163.042221
[05:35:50.678] iteration 5570 : loss : 56.784107, loss_ce: 0.008317, loss_kd: 281.506561
[05:35:56.385] iteration 5580 : loss : 45.697655, loss_ce: 0.030051, loss_kd: 226.023682
[05:36:02.106] iteration 5590 : loss : 56.258568, loss_ce: 0.019460, loss_kd: 278.807861
[05:36:07.813] iteration 5600 : loss : 64.435875, loss_ce: 0.028221, loss_kd: 319.680450
[05:36:13.539] iteration 5610 : loss : 47.072018, loss_ce: 0.010714, loss_kd: 232.916733
[05:36:19.254] iteration 5620 : loss : 33.538769, loss_ce: 0.010305, loss_kd: 165.219452
[05:36:24.980] iteration 5630 : loss : 42.539543, loss_ce: 0.010853, loss_kd: 210.196167
[05:36:30.707] iteration 5640 : loss : 35.110100, loss_ce: 0.017486, loss_kd: 173.065872
[05:36:47.298] iteration 5650 : loss : 34.221798, loss_ce: 0.017977, loss_kd: 168.592239
[05:36:52.973] iteration 5660 : loss : 44.716232, loss_ce: 0.011437, loss_kd: 221.084961
[05:36:58.664] iteration 5670 : loss : 40.007408, loss_ce: 0.016788, loss_kd: 197.576385
[05:37:04.346] iteration 5680 : loss : 40.737270, loss_ce: 0.010974, loss_kd: 201.195099
[05:37:10.045] iteration 5690 : loss : 32.662651, loss_ce: 0.014265, loss_kd: 160.841782
[05:37:15.737] iteration 5700 : loss : 36.917213, loss_ce: 0.014258, loss_kd: 182.075287
[05:37:21.446] iteration 5710 : loss : 37.092587, loss_ce: 0.034752, loss_kd: 182.955872
[05:37:27.140] iteration 5720 : loss : 38.157089, loss_ce: 0.010630, loss_kd: 188.237579
[05:37:32.850] iteration 5730 : loss : 34.481197, loss_ce: 0.016557, loss_kd: 169.912689
[05:37:38.551] iteration 5740 : loss : 35.111675, loss_ce: 0.019935, loss_kd: 173.084900
[05:37:44.269] iteration 5750 : loss : 29.800667, loss_ce: 0.011155, loss_kd: 146.505493
[05:37:49.980] iteration 5760 : loss : 33.377975, loss_ce: 0.009258, loss_kd: 164.402817
[05:37:55.696] iteration 5770 : loss : 147.736069, loss_ce: 0.017513, loss_kd: 736.199463
[05:38:01.412] iteration 5780 : loss : 77.781433, loss_ce: 0.016537, loss_kd: 386.446167
[05:38:07.130] iteration 5790 : loss : 60.939129, loss_ce: 0.013668, loss_kd: 302.171997
[05:38:12.842] iteration 5800 : loss : 57.809071, loss_ce: 0.017794, loss_kd: 286.560364
[05:38:18.571] iteration 5810 : loss : 39.411221, loss_ce: 0.016099, loss_kd: 194.562897
[05:38:24.286] iteration 5820 : loss : 31.741693, loss_ce: 0.009613, loss_kd: 156.240524
[05:38:30.013] iteration 5830 : loss : 54.692829, loss_ce: 0.019357, loss_kd: 270.965973
[05:38:35.732] iteration 5840 : loss : 50.171001, loss_ce: 0.018060, loss_kd: 248.361588
[05:38:41.462] iteration 5850 : loss : 40.388168, loss_ce: 0.018499, loss_kd: 199.449341
[05:38:57.838] iteration 5860 : loss : 41.751942, loss_ce: 0.012379, loss_kd: 206.277649
[05:39:03.523] iteration 5870 : loss : 69.745880, loss_ce: 0.038345, loss_kd: 346.221069
[05:39:09.201] iteration 5880 : loss : 71.251549, loss_ce: 0.010262, loss_kd: 353.760040
[05:39:14.895] iteration 5890 : loss : 50.569332, loss_ce: 0.009062, loss_kd: 250.351440
[05:39:20.587] iteration 5900 : loss : 70.413902, loss_ce: 0.013688, loss_kd: 349.549927
[05:39:26.287] iteration 5910 : loss : 50.938698, loss_ce: 0.016584, loss_kd: 252.179413
[05:39:31.980] iteration 5920 : loss : 47.553585, loss_ce: 0.025475, loss_kd: 235.218964
[05:39:37.687] iteration 5930 : loss : 50.665794, loss_ce: 0.012696, loss_kd: 250.853439
[05:39:43.388] iteration 5940 : loss : 46.714226, loss_ce: 0.024372, loss_kd: 231.065414
[05:39:49.097] iteration 5950 : loss : 41.924774, loss_ce: 0.010795, loss_kd: 207.161377
[05:39:54.805] iteration 5960 : loss : 92.457962, loss_ce: 0.017653, loss_kd: 459.844757
[05:40:00.524] iteration 5970 : loss : 56.255379, loss_ce: 0.012436, loss_kd: 278.813416
[05:40:06.236] iteration 5980 : loss : 62.464809, loss_ce: 0.011315, loss_kd: 309.849030
[05:40:11.956] iteration 5990 : loss : 56.757000, loss_ce: 0.023081, loss_kd: 281.262970
[05:40:17.670] iteration 6000 : loss : 55.857666, loss_ce: 0.013516, loss_kd: 276.773132
[05:40:23.395] iteration 6010 : loss : 38.655331, loss_ce: 0.026016, loss_kd: 190.797150
[05:40:29.110] iteration 6020 : loss : 45.605114, loss_ce: 0.019604, loss_kd: 225.575653
[05:40:34.840] iteration 6030 : loss : 44.301273, loss_ce: 0.020175, loss_kd: 219.025513
[05:40:40.560] iteration 6040 : loss : 63.721157, loss_ce: 0.020263, loss_kd: 316.119202
[05:40:46.286] iteration 6050 : loss : 59.857258, loss_ce: 0.016495, loss_kd: 296.837341
[05:40:52.001] iteration 6060 : loss : 72.978928, loss_ce: 0.022543, loss_kd: 362.413422
[05:41:08.356] iteration 6070 : loss : 56.090862, loss_ce: 0.013368, loss_kd: 277.986328
[05:41:14.032] iteration 6080 : loss : 52.304844, loss_ce: 0.019282, loss_kd: 259.037750
[05:41:19.719] iteration 6090 : loss : 49.323734, loss_ce: 0.022196, loss_kd: 244.142181
[05:41:25.403] iteration 6100 : loss : 56.736061, loss_ce: 0.018037, loss_kd: 281.154541
[05:41:31.098] iteration 6110 : loss : 58.339485, loss_ce: 0.020281, loss_kd: 289.197571
[05:41:36.790] iteration 6120 : loss : 39.046143, loss_ce: 0.012572, loss_kd: 192.782486
[05:41:42.498] iteration 6130 : loss : 36.997944, loss_ce: 0.016849, loss_kd: 182.488159
[05:41:48.194] iteration 6140 : loss : 42.142647, loss_ce: 0.022632, loss_kd: 208.221146
[05:41:53.908] iteration 6150 : loss : 42.950619, loss_ce: 0.012380, loss_kd: 212.257019
[05:41:59.612] iteration 6160 : loss : 85.535332, loss_ce: 0.027030, loss_kd: 425.125488
[05:42:05.328] iteration 6170 : loss : 45.657589, loss_ce: 0.018083, loss_kd: 225.799973
[05:42:11.034] iteration 6180 : loss : 47.026981, loss_ce: 0.030364, loss_kd: 232.611359
[05:42:16.750] iteration 6190 : loss : 34.061176, loss_ce: 0.015054, loss_kd: 167.760406
[05:42:22.459] iteration 6200 : loss : 38.804352, loss_ce: 0.020399, loss_kd: 191.523941
[05:42:28.185] iteration 6210 : loss : 39.444912, loss_ce: 0.016188, loss_kd: 194.753510
[05:42:33.899] iteration 6220 : loss : 33.517815, loss_ce: 0.019956, loss_kd: 165.118744
[05:42:39.617] iteration 6230 : loss : 32.603977, loss_ce: 0.012162, loss_kd: 160.527802
[05:42:45.338] iteration 6240 : loss : 29.791281, loss_ce: 0.007139, loss_kd: 146.413986
[05:42:51.071] iteration 6250 : loss : 44.229973, loss_ce: 0.015014, loss_kd: 218.677490
[05:42:56.796] iteration 6260 : loss : 37.886650, loss_ce: 0.011150, loss_kd: 186.969971
[05:43:02.352] iteration 6270 : loss : 45.181305, loss_ce: 0.024874, loss_kd: 223.446091
[05:43:03.073] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_29.pth
[05:43:03.158] save final model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_final.pth
